,Time,Frame,EyeTrackingEnabled,EyeCalibrationValid,EyeTrackingEnabledAndValid,EyeTrackingDataValid,GazeInputSource,EyeGazeOrigin.x,EyeGazeOrigin.y,EyeGazeOrigin.z,EyeGazeDirection.x,EyeGazeDirection.y,EyeGazeDirection.z,EyeHitInfo.distance,EyeHitPosition.x,EyeHitPosition.y,EyeHitPosition.z,EyeHitNormal.x,EyeHitNormal.y,EyeHitNormal.z,LocalEyeHitPosition.x,LocalEyeHitPosition.y,LocalEyeHitPosition.z,HeadGazeOrigin.x,HeadGazeOrigin.y,HeadGazeOrigin.z,HeadRotation.x,HeadRotation.y,HeadRotation.z,HeadRotation.w,HeadEulerAngles.x,HeadEulerAngles.y,HeadEulerAngles.z,HeadMovementDirection.x,HeadMovementDirection.y,HeadMovementDirection.z,HeadVelocity.x,HeadVelocity.y,HeadVelocity.z,transform.position.x,transform.position.y,transform.position.z,localTransform.position.x,localTransform.position.y,localTransform.position.z,localXAxis.x,localXAxis.y,localXAxis.z,localYAxis.x,localYAxis.y,localYAxis.z,localZAxis.x,localZAxis.y,localZAxis.z,Movement,GazeAngleX,GazeAngleY,TargetAngleX,TargetAngleY
2739,05/15/2023 15:45:18.914167,2951,True,True,True,True,Eyes,2.238271,0.1083832,-2.390769,0.3708056,-0.01665537,-0.9285611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.122407,-0.8174596,-2.990665,2.240102,0.108233,-2.417094,0.00803409,0.9721656,-0.1225038,0.1995555,13.96886,156.5594,358.0352,0.6976178,0.03411192,-0.7156564,0.1156403,0.003613136,-0.40483,3.34187,0.1004867,-3.938605,0.3087002,0.4008001,2.069001,-0.920226,-0.03327168,-0.3899704,0.06451354,0.9698566,-0.2349814,0.3860336,-0.2413944,-0.8903408,static,-21.76848,1.02759,8.486074,10.96336
2740,05/15/2023 15:45:18.934129,2952,True,True,True,True,Eyes,2.238352,0.1083308,-2.39291,0.3672726,-0.01730414,-0.9299524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.171851,-0.8170354,-2.979379,2.241023,0.1083568,-2.425603,0.006599003,0.9736745,-0.1234973,0.1914751,14.06482,157.4982,357.9651,0.6961755,0.03400895,-0.7170644,0.1087019,0.003396348,-0.3805402,3.331258,0.1070799,-3.957486,0.3087003,0.4008002,2.069001,-0.9265876,-0.03444277,-0.3744989,0.0601439,0.9694098,-0.2379653,0.3712391,-0.2430195,-0.8961716,static,-21.5509,1.066011,8.486077,10.96336
3042,05/15/2023 15:45:23.964433,3254,True,True,True,True,Eyes,0.4405517,0.1140505,-3.300683,-0.6792856,-0.4069564,0.6107025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.259866,0.5857201,2.32193,0.3751929,0.1201057,-3.268979,0.1112495,-0.4241234,-0.00655552,0.8987213,11.2099,308.8627,353.7876,0.1559604,0.03335987,-0.9871996,-0.3176754,0.002561607,0.1430836,-0.9648945,-0.7568131,-2.333967,0.3087004,-0.4008,2.069,0.6401528,-0.1061502,0.7608789,-0.08258382,0.9751612,0.2055252,-0.7637961,-0.1944038,0.6154858,static,-48.04331,-33.67846,8.486082,-10.96336
3043,05/15/2023 15:45:23.989604,3255,True,True,True,True,Eyes,0.4371141,0.1141715,-3.298636,-0.6767183,-0.4076782,0.6130668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23209,0.6077681,2.333505,0.367375,0.1203342,-3.263037,0.1158574,-0.4186981,-0.003967299,0.9006959,11.85189,309.5015,353.8902,0.1535903,0.03344773,-0.9875681,-0.2986148,0.002407911,0.1344986,-0.9587876,-0.7597942,-2.311015,0.3087003,-0.4008,2.069,0.6493523,-0.1041652,0.7533201,-0.08987191,0.9731227,0.2120268,-0.7551587,-0.2053824,0.6225379,static,-47.82528,-33.62318,8.486081,-10.96336
3044,05/15/2023 15:45:24.003891,3256,True,True,True,True,Eyes,0.4371141,0.1141715,-3.298636,-0.6767183,-0.4076782,0.6130668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.201586,0.6255347,2.347514,0.3595497,0.1210735,-3.256556,0.1192396,-0.4129331,-0.003201836,0.9029165,12.27959,310.1882,353.8749,0.1513635,0.03353288,-0.9879089,-0.2806979,0.002263436,0.1264287,-0.9540519,-0.7585475,-2.286469,0.3087002,-0.4008,2.069,0.6589521,-0.1042579,0.7449245,-0.09269393,0.9715434,0.217971,-0.7464516,-0.2126824,0.6305364,static,-47.82528,-33.62318,8.486081,-10.96336
3045,05/15/2023 15:45:24.014252,3257,True,True,True,True,Eyes,0.4371141,0.1141715,-3.298636,-0.6767183,-0.4076782,0.6130668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.169968,0.6393226,2.363566,0.3524137,0.1203279,-3.250425,0.1215993,-0.4070064,-0.002777096,0.9052909,12.58601,310.9086,353.8822,0.1493591,0.03360936,-0.9882113,-0.2638561,0.00212763,0.118843,-0.9494348,-0.7614336,-2.266419,0.3087004,-0.4007999,2.069,0.6686761,-0.1040115,0.7362431,-0.09395522,0.9704118,0.222426,-0.7375938,-0.2179049,0.6391187,static,-47.82528,-33.62318,8.486084,-10.96336
3046,05/15/2023 15:45:24.034701,3258,True,True,True,True,Eyes,0.4371141,0.1141715,-3.298636,-0.6767183,-0.4076782,0.6130668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.135858,0.6669097,2.377029,0.345277,0.1207194,-3.243938,0.1263963,-0.4007694,-0.002366399,0.9074152,13.1494,311.6234,353.774,0.1475545,0.03367807,-0.98848,-0.2480247,0.001999972,0.1117124,-0.950278,-0.753271,-2.244887,0.3087004,-0.4007999,2.069,0.6787567,-0.1056061,0.7267302,-0.09701689,0.9680368,0.2312846,-0.7279267,-0.227491,0.6468158,static,-47.82528,-33.62318,8.486085,-10.96336
3047,05/15/2023 15:45:24.054061,3259,True,True,True,True,Eyes,0.4371141,0.1141715,-3.298636,-0.6767183,-0.4076782,0.6130668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09594,0.6771611,2.399206,0.3380282,0.1212356,-3.237089,0.127683,-0.3935434,-0.004090433,0.9103867,13.25365,312.5036,353.6328,0.14593,0.03373982,-0.988719,-0.2331432,0.001879974,0.1050097,-0.9512389,-0.7457591,-2.224173,0.3087002,-0.4008,2.069,0.6902138,-0.1079454,0.7155088,-0.09304987,0.9673607,0.2357014,-0.7175979,-0.2292623,0.6576412,static,-47.82528,-33.62318,8.486079,-10.96336
3048,05/15/2023 15:45:24.074109,3260,True,True,True,True,Eyes,0.432333,0.1142973,-3.29548,-0.6719928,-0.4089748,0.6173858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.055028,0.684828,2.422902,0.3313818,0.1206922,-3.23082,0.1291052,-0.3859048,-0.003411533,0.9134538,13.48732,313.4552,353.7492,0.1444674,0.03379533,-0.988932,-0.2191546,0.001767175,0.09870908,-0.9510788,-0.7445805,-2.206668,0.3087003,-0.4007999,2.069,0.7021316,-0.1058772,0.7041315,-0.0934121,0.9666405,0.2384963,-0.7058933,-0.2332302,0.6688186,static,-47.42511,-33.52168,8.486081,-10.96336
3049,05/15/2023 15:45:24.084155,3261,True,True,True,True,Eyes,0.4274753,0.1144192,-3.292174,-0.6670731,-0.410143,0.6219295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.016942,0.6961492,2.441857,0.3245991,0.1212742,-3.224169,0.1316025,-0.3787705,-0.001870383,0.9160842,13.8689,314.3308,353.9027,0.1430223,0.03385291,-0.98914,-0.2060053,0.001661145,0.09278653,-0.953974,-0.7371593,-2.188217,0.3086998,-0.4008,2.069,0.7130588,-0.1031212,0.6934791,-0.09626745,0.9653546,0.2425348,-0.6944637,-0.2397011,0.6784273,static,-47.0058,-33.4036,8.486067,-10.96336
