id,taskname,hololens,euclideanError,recalibratedEuclideanError,cosineError
03,calibration,A,0.8501025587065001,3.256515351600462,0.8330002720647403
04,calibration,A,1.10461645754295,7.53624130817259,1.089578788909997
32,calibration,A,1.181530573248304,7.026987515175142,1.1644373826199108
34,calibration,A,2.415887704368891,8.959275723753153,2.3839273973340123
05,calibration,A,1.1831973056717486,8.177284094997244,1.16323662109752
02,calibration,A,0.8643253578438729,6.7387086537904,0.8513675613135934
18,calibration,A,0.9761744766170881,8.146625775605067,0.9494402671252571
27,calibration,A,4.905691842306408,7.865406794575049,4.799459349205915
29,calibration,A,1.2959616149482376,8.202381951232486,1.2716884496370322
10,calibration,A,1.768361590778917,7.7042487438964535,1.7475614826363517
19,calibration,A,1.0334634114656995,5.157005022803519,1.0161269732728715
43,calibration,A,0.8120244398518048,5.915502911626433,0.7972297026486268
07,calibration,A,1.0634781510010096,5.540765671186748,1.042193588518119
36,calibration,A,1.0800044098269335,8.122519295113527,1.063687798214623
09,calibration,A,0.7949045971880194,8.834494780539368,0.7861780021918898
53,calibration,A,1.1601757048729615,7.075481977104064,1.1451004801005875
37,calibration,A,1.1020762276501779,6.204319789539665,1.081826889418595
08,calibration,A,0.7523381606537844,4.803638837928199,0.7357298087657543
01,calibration,A,3.8324443410430415,8.640646651740918,3.7665548574056316
06,calibration,A,1.1811855696307965,7.967611000561725,1.159460124958268
39,calibration,A,1.4195647789941748,8.01092687434458,1.4046902086425073
52,calibration,A,1.478077638443284,7.809918677538761,1.4583505247688036
46,calibration,A,1.0980143840970606,8.242840813196095,1.0808492607903455
41,calibration,A,1.6616126647908362,10.393958111348192,1.635904420005488
49,calibration,A,0.8138533138587136,5.853451216379545,0.7983235012062361
47,calibration,A,1.0030356011399564,4.452043629344834,0.9850382144481784
25,calibration,A,1.0912523399594214,5.420495183302603,1.078259137664618
50,calibration,B,0.7071304085312503,6.676087774827479,0.6884310242126532
35,calibration,B,0.8390343329856621,6.968247918177234,0.8255006764941145
51,calibration,B,1.7650666665837635,4.452015172623838,1.7110779423294231
33,calibration,B,1.3733754936433649,7.139108408270529,1.3442852848516353
20,calibration,B,1.2106170510795604,6.6683074115973,1.1865808662153048
11,calibration,B,1.5035547525463167,7.067209685445034,1.4718644699248367
16,calibration,B,0.7436708933309415,6.483655130334113,0.7263956345313368
42,calibration,B,0.7504204335457014,6.8886769646742625,0.7334619294241604
45,calibration,B,0.6929417428261393,8.477963339436938,0.6799899299749508
28,calibration,B,1.671820747025784,9.77167687883238,1.6307599713039986
17,calibration,B,0.8203200990654239,8.269615085853918,0.80432444639285
26,calibration,B,0.8785834182886882,4.4916854599208325,0.8651382159905072
21,calibration,B,1.0489408214963938,6.438477872899127,1.0304724361835014
44,calibration,B,0.6511675902607159,7.279632721926953,0.6437337167401499
38,calibration,B,1.2896989897883364,6.074715349799307,1.2744231543915923
31,calibration,B,1.6815879592509402,6.809689603704198,1.6611515011457072
54,calibration,B,0.579496703733693,5.61218364612015,0.5654533862100294
30,calibration,B,1.276011296581252,9.1319526298545,1.2504931656321154
48,calibration,B,0.8414910021836342,5.145839604073734,0.8317260878458617
24,calibration,B,1.031709994283914,4.91383352696199,1.0119815519497875
23,calibration,B,0.9722821849073398,8.255707020743245,0.9550408722664723
15,calibration,B,1.1604743010172867,7.9579912749689905,1.1383326778631682
12,calibration,B,0.8592489690374986,9.220835519695946,0.8363229849849814
40,calibration,B,0.4855958298977629,8.755057328487132,0.47665583714474136
13,calibration,B,1.3149971856940903,3.3251075731259316,1.2930771133717103
14,calibration,B,0.7238531821472732,7.945474421776655,0.7106574337147892
22,calibration,B,1.0571690159602471,10.270900577783928,1.0374317092318819
03,ssHeadConstrained,A,2.4751102146550905,4.412364658293443,2.439118960038199
04,ssHeadConstrained,A,2.7152649884721614,6.978510935328103,2.6787221853696805
32,ssHeadConstrained,A,2.654683532031555,5.492706306560857,2.6196632178411368
34,ssHeadConstrained,A,2.923903240678957,8.177058077747196,2.8837215390840503
05,ssHeadConstrained,A,2.631808163910482,7.20423380013078,2.5953433634869194
02,ssHeadConstrained,A,2.5728355066945725,6.363779080908598,2.5397168788987043
18,ssHeadConstrained,A,2.5045451386729662,7.357509195451378,2.4665046352821434
27,ssHeadConstrained,A,3.9212679472284444,6.1976809807463225,3.8463532361023494
29,ssHeadConstrained,A,2.366118272673167,7.126707629317374,2.331697640844664
10,ssHeadConstrained,A,2.3343982154901894,5.9419691269773,2.3036554650000163
