,Time,Frame,EyeTrackingEnabled,EyeCalibrationValid,EyeTrackingEnabledAndValid,EyeTrackingDataValid,GazeInputSource,EyeGazeOrigin.x,EyeGazeOrigin.y,EyeGazeOrigin.z,EyeGazeDirection.x,EyeGazeDirection.y,EyeGazeDirection.z,EyeHitInfo.distance,EyeHitPosition.x,EyeHitPosition.y,EyeHitPosition.z,EyeHitNormal.x,EyeHitNormal.y,EyeHitNormal.z,LocalEyeHitPosition.x,LocalEyeHitPosition.y,LocalEyeHitPosition.z,HeadGazeOrigin.x,HeadGazeOrigin.y,HeadGazeOrigin.z,HeadRotation.x,HeadRotation.y,HeadRotation.z,HeadRotation.w,HeadEulerAngles.x,HeadEulerAngles.y,HeadEulerAngles.z,HeadMovementDirection.x,HeadMovementDirection.y,HeadMovementDirection.z,HeadVelocity.x,HeadVelocity.y,HeadVelocity.z,transform.position.x,transform.position.y,transform.position.z,localTransform.position.x,localTransform.position.y,localTransform.position.z,localXAxis.x,localXAxis.y,localXAxis.z,localYAxis.x,localYAxis.y,localYAxis.z,localZAxis.x,localZAxis.y,localZAxis.z,Movement,GazeAngleX,GazeAngleY,TargetAngleX,TargetAngleY,globalTargetVector.x,globalTargetVector.y,globalTargetVector.z
974,05/04/2023 16:18:36.912514,1201,True,True,True,True,Eyes,1.323229,0.1197077,-1.674344,0.9748825,-0.2158803,-0.05477083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.141574,-0.5724462,-1.863762,1.501545,0.1394111,-1.682385,0.02946665,0.8006522,-0.09477988,0.5908508,10.75398,106.792,356.2172,0.6026316,0.0546208,-0.7961477,0.303863,-0.0123802,0.02501235,2.826905,-0.2280092,-1.608852,-0.1544913,-0.1068324,1.915,-0.3000544,-0.06481645,-0.9517176,0.1591866,0.980297,-0.1169507,0.9405463,-0.1865922,-0.2838245,moving,-86.78439,75.76391,86.78268905738624,-74.02989626738206,1.863605,-0.5588836,-0.2040379999999999
975,05/04/2023 16:18:36.932661,1202,True,True,True,True,Eyes,1.331743,0.1203639,-1.674569,0.9739414,-0.2194489,-0.05727272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.122215,-0.5919089,-1.881043,1.513109,0.1393627,-1.684969,0.02916543,0.802802,-0.09868291,0.587299,11.11059,107.2316,355.9628,0.604287,0.05476027,-0.7948824,0.2856312,-0.01163739,0.02351161,2.836776,-0.2393371,-1.610207,-0.1583732,-0.1095169,1.915,-0.3084584,-0.06908462,-0.9487258,0.1627408,0.9788221,-0.124188,0.9372134,-0.1927033,-0.2906831,moving,-86.63459,75.37297,86.83603133993854,-74.7659410318876,1.859852,-0.5709393,-0.2129510000000001
976,05/04/2023 16:18:36.952355,1203,True,True,True,True,Eyes,1.340375,0.1209737,-1.674896,0.9729657,-0.2230445,-0.05990715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.102224,-0.6110729,-1.897963,1.524369,0.1390365,-1.687465,0.02855471,0.8049464,-0.1026125,0.5837094,11.45104,107.671,355.6803,0.6060167,0.05490216,-0.7935547,0.2684934,-0.01093914,0.02210091,2.846352,-0.2525396,-1.61348,-0.162227,-0.1121817,1.915,-0.316936,-0.07382176,-0.9455696,0.1657618,0.9773106,-0.1318599,0.9338493,-0.1985305,-0.2975081,moving,-86.47665,74.96584,86.94788535180788,-75.77305642179884,1.856313,-0.5825026,-0.2213020000000001
977,05/04/2023 16:18:36.962954,1204,True,True,True,True,Eyes,1.349099,0.1215414,-1.675376,0.9719936,-0.2264859,-0.06271151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.083678,-0.6285588,-1.914279,1.53572,0.1385091,-1.690055,0.02807956,0.8068811,-0.1061829,0.5804132,11.76801,108.072,355.4333,0.6078126,0.05504356,-0.7921702,0.2523837,-0.01028279,0.02077486,2.85543,-0.2671924,-1.618264,-0.1660783,-0.1148449,1.915,-0.3246639,-0.07794619,-0.9426121,0.1685737,0.9758735,-0.1387585,0.9306858,-0.2039495,-0.3036913,moving,-86.30849,74.52316,87.10497112831935,-76.96742870243133,1.853013,-0.5934988999999999,-0.228464
978,05/04/2023 16:18:36.983130,1205,True,True,True,True,Eyes,1.357937,0.1220608,-1.675969,0.9710145,-0.2298304,-0.06564133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.066422,-0.6424827,-1.931038,1.54706,0.1381117,-1.693067,0.02748786,0.8087626,-0.1089109,0.5773092,11.99956,108.4588,355.233,0.6096651,0.05518194,-0.7907357,0.2372407,-0.009665825,0.01952837,2.864885,-0.2797298,-1.624275,-0.1700422,-0.1175857,1.915,-0.3319171,-0.08128826,-0.9397996,0.1702129,0.9747657,-0.1444282,0.9278247,-0.2079042,-0.309705,moving,-86.13264,74.06026,87.30028540919764,-78.18901152332421,1.850435,-0.6019445999999999,-0.2356239999999998
979,05/04/2023 16:18:37.002772,1206,True,True,True,True,Eyes,1.366877,0.1225317,-1.67669,0.9700696,-0.2328972,-0.06873057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.050651,-0.649737,-1.949157,1.558543,0.1374954,-1.696253,0.02647713,0.8106271,-0.1102179,0.5744867,12.07036,108.8305,355.0893,0.6115672,0.05531482,-0.7892562,0.2230063,-0.009085876,0.01835666,2.87501,-0.2896521,-1.630001,-0.1739347,-0.1202778,1.915,-0.3385283,-0.08371128,-0.9372254,0.1695636,0.974302,-0.1482697,0.9255524,-0.2091127,-0.3156344,moving,-85.9473,73.55807,87.49001660888115,-79.25854088272065,1.849378,-0.6056294,-0.2428719999999999
980,05/04/2023 16:18:37.012669,1207,True,True,True,True,Eyes,1.37593,0.1229456,-1.677531,0.9691343,-0.2358,-0.07195146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.034128,-0.6557344,-1.967971,1.56994,0.1367338,-1.699679,0.02528494,0.8126217,-0.1112983,0.5715063,12.10992,109.2272,354.9468,0.6135127,0.05544005,-0.7877361,0.2096259,-0.008540723,0.01725526,2.885647,-0.2972822,-1.635639,-0.1780272,-0.1231079,1.915,-0.3454826,-0.08612116,-0.9344652,0.1683095,0.9739467,-0.1519858,0.9232085,-0.2097878,-0.3219867,moving,-85.75398,73.03108,87.67504095144743,-80.2088506214631,1.848607,-0.6085541999999999,-0.2505810000000001
981,05/04/2023 16:18:37.032693,1208,True,True,True,True,Eyes,1.38509,0.1233009,-1.67848,0.9682454,-0.2384123,-0.07523543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.017603,-0.6580594,-1.988215,1.581687,0.1358015,-1.703343,0.02334233,0.8146634,-0.1116866,0.5685991,12.03556,109.6227,354.7802,0.6154953,0.05555523,-0.7861798,0.1970484,-0.00802828,0.01621995,2.897338,-0.3016417,-1.643283,-0.1815804,-0.1255647,1.915001,-0.3523006,-0.08897747,-0.9316478,0.1650421,0.9739625,-0.1554291,0.9212196,-0.2085188,-0.3284426,moving,-85.55688,72.48595,87.92856318635062,-81.34272795254128,1.8488,-0.6070978,-0.2595849999999999
982,05/04/2023 16:18:37.052457,1209,True,True,True,True,Eyes,1.394354,0.1235829,-1.679555,0.9673617,-0.2408959,-0.07861607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.001984,-0.6611617,-2.007411,1.593206,0.1346891,-1.707149,0.02133431,0.8165144,-0.1123307,0.5658897,11.98086,109.9833,354.5862,0.6175098,0.05565821,-0.7845912,0.1852255,-0.007546583,0.01524675,2.909531,-0.3041026,-1.650152,-0.1854149,-0.1282159,1.915001,-0.3586276,-0.092294,-0.928907,0.1619731,0.9738533,-0.1592935,0.9193211,-0.207585,-0.3343016,moving,-85.35387,71.92597,88.16133942070942,-82.33692320721883,1.8491,-0.6063016999999999,-0.266899
983,05/04/2023 16:18:37.062682,1210,True,True,True,True,Eyes,1.403709,0.1237736,-1.680769,0.9665089,-0.2431871,-0.08197955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9862151,-0.6652822,-2.026472,1.604968,0.1331502,-1.711186,0.01940572,0.8183137,-0.1132912,0.5631618,11.96256,110.3391,354.3777,0.6195515,0.05574642,-0.7829736,0.1741119,-0.007093788,0.01433195,2.9217,-0.3069928,-1.655298,-0.1892459,-0.1308655,1.915,-0.3649443,-0.09584258,-0.926083,0.1593624,0.9735771,-0.1635583,0.917289,-0.2072725,-0.3400277,moving,-85.15176,71.37079,88.34897950197097,-83.1426315190839,1.849127,-0.6066268,-0.273741
